text,candidate,source,channel
हजुर यहि कार्यामा पबित्रका साथ लाग्नुस यता तिर आएर दुसित नहुनुस ल😊😊,mina kharel,yt:Mina Kharel,comment
राजेन्द्र जि मत तपाई लाई धेरै राम्रो पत्रकार सम्झन्थे तर तपाई जति खेर पनि रबि रबि भनेको सुन्दा अलि उदेक लाग्यी ।,mina kharel,yt:Mina Kharel,comment
तंपाईलाई बल्ल फेरिएको कांग्रेसले चिनेछ । सुनामी मौषमी हुन्छ ।तंपाईले सुनामीको लहरलाई शान्त पार्न सक्नुहुन्छ ।शुभकामना दिदी ।,mina kharel,yt:Mina Kharel,comment
मीना दिदी हजुरलाई  मेराे काेटिकाेटि प्रणाम छ। हजुरकाे राजनीतिक  सफलता र बिजयकाे शुभकामना  छ।,mina kharel,yt:Mina Kharel,comment
Dami interview मीना जी,mina kharel,yt:Mina Kharel,comment
चितवनका विवेकशील नागरिक ले  समाजसेवी मिना खरेल दिदि लाई भोट दिनु हुन्छ,mina kharel,yt:Mina Kharel,comment
🔔 🔔 🔔,mina kharel,yt:Mina Kharel,comment
Good luck❤,mina kharel,yt:Mina Kharel,comment
यो पटक घण्टि मा भोट हालौ🔔🔔🔔,mina kharel,yt:Mina Kharel,comment
शुभकामना  सबै कुरा सुने राम्रो लाग्याे तर प्रधानमन्त्री गगन भन्नु भयाे कता कता चिप्लियाे कि?,mina kharel,yt:Mina Kharel,comment
हेर्नुस् त  कम्मेन्ट मा  लेखिइएका शब्द रा स्वा पा को ?,mina kharel,yt:Mina Kharel,comment
🔔,mina kharel,yt:Mina Kharel,comment
कति राम्रो कुरा । यस्ता खालको मान्छे ले जित्नैपर्छ ।शुभकामना,mina kharel,yt:Mina Kharel,comment
रबि दाइ ले धेरै अन्तर ले जित्नुहुन्छ कांग्रेस एमाले र माओबादी ले यिनीहरु त के साक्षत भगवान नै आएपनि जित्दैण,mina kharel,yt:Mina Kharel,comment
❤❤❤❤❤ great didi,mina kharel,yt:Mina Kharel,comment
चितवन 2 मा मिना दिदिले नै जित्नु पर्छ ।चितवन देवभुमि हो मिना जि आध्यात्मिक  नारी हो ।,mina kharel,yt:Mina Kharel,comment
Jitnarayan hoina harnarayan pakka ho!,mina kharel,yt:Mina Kharel,comment
"मेरो समर्थन छ प्यारी मिना दिदी 🙏🇳🇵
  म रुकुम(पूर्व) देखि 🇳🇵
यदि मिल्ने भय मेरो एक भोट हजुरलाइ🇳🇵",mina kharel,yt:Mina Kharel,comment
❤❤❤❤❤❤❤❤❤❤,mina kharel,yt:Mina Kharel,comment
"१०,००० भोट मा कमि हुँदैन।",mina kharel,yt:Mina Kharel,comment
अहिले सम्म सबैभन्दा राम्रो लाग्यो !,mina kharel,yt:Mina Kharel,comment
what a energetic lady? rellay impressive.,mina kharel,yt:Mina Kharel,comment
वाह मिना दिदि,mina kharel,yt:Mina Kharel,comment
दुख नपाऊ दीदी १० हज़ार भोट लाई धेर खर्च नगरनु होला,mina kharel,yt:Mina Kharel,comment
गजब पहिलाे पटक देखे र चिने मिना ज्यु अर्थात खातेकि दिदी लाई अब चितवन बासिले पार्टी भन्दा माथि रहेर उहाँ लाई जिताउनु पर्याे,mina kharel,yt:Mina Kharel,comment
🔔🔔🔔🔔,mina kharel,yt:Mina Kharel,comment
❤️👑🙏🏻,mina kharel,yt:Mina Kharel,comment
Vote for sun ❤❤❤❤❤,mina kharel,yt:Mina Kharel,comment
Jay nepal didi❤❤❤,mina kharel,yt:Mina Kharel,comment
so sweet talk didi bot for mina kharel❤️🙏🍀,mina kharel,yt:Mina Kharel,comment
धेरै पछी राजनीतिमा यत्तिको सेवाको पवित्र मन भएको ब्यक्ति लाई सुन्न र देख्न पाइयो। जितको शुभकामना मिना खरेललाई ।।,mina kharel,yt:Mina Kharel,comment
wow man paro,mina kharel,yt:Mina Kharel,comment
दिदी तपाईं जति राम्रो भए पनि तपाइँ को पार्टी नै खराब छ । माफ गर्नुहोला जीत त रास्वपा कै हुनुपर्छ ।। जय घण्टी ।।।,mina kharel,yt:Mina Kharel,comment
जियोज्यान लगाउदा पनि बाँनिया सरको केही चल्दैन😂😂😂,mina kharel,yt:Mina Kharel,comment
🛎️🛎️🛎️🛎️🛎️🛎️🛎️🛎️🛎️🛎️🛎️,mina kharel,yt:Mina Kharel,comment
शुभकामना दिदि❤❤❤,mina kharel,yt:Mina Kharel,comment
चितवन 2 ले जनताको रगत चुस्नेलाइ कि जनताको सेवा गर्नेलाइ भोट हाल्छ हेर्न बाकि छ,mina kharel,yt:Mina Kharel,comment
भुइन्माञ्छे गरिबकालागि तेत्रो मनै देखि काम गर्नु भएको व्यक्तिले आफ्नै पार्टी सरकारमा भएका बेला चाहिं के हेरेर बस्नु भएको थियो। नेताहरु अलमलिनु भएको थियो भनेर ढाकछोप गर्न खोज्ने वहाँलाइ कसरि बिश्वाश गर्ने।  आफ्नै नेताहरुलाई खबरदारी गर्न नसक्ने व्यक्तिलाइ कसरि जनताले बिश्वाश गरेर पठाउनु नीति निर्माणको तहमा। मिना जी को तर्कमा खासै दम देखिएन। मेरो बिचारमा त वहाँले समाज सेवालाइनै निरन्तरता दिंदा जनताको माया पाइरहनु हुनेछ। रबि प्रति भएको अन्यायको बिरुद्ध अलिकति बोल्नु भएको भए वहांको उचाइ अझै बढ्थ्यो होला जनताको नजरमा।  तपाईंपनि आर्को बिरोधि पार्टीको  जनप्रिय नेत्री हुनुभएको भए र बेथिति र भ्रस्ट नेताहरुको रविलेझैँ कडा बिरोध गर्नु भएको भए पक्कै रविको हालमा पुग्नु हुनेथ्यो होला।  wish you all the best for your social works in the days ahead!,mina kharel,yt:Mina Kharel,comment
"बौद्धिक र उचित पात्र लाग्यो, साहासी महीला मीना खरेल जीलाई जिताउनु पर्छ, वहाले गरेका अति महत्वपुर्ण सामाजिक कार्य, कसैलाई आरोप आक्षेप लगाउनु भएन। रवि रजनितिमा आउनका लागि उहाका सबै  अभियोग मेटाएर शुद्द भएर आउनु पर्छ । यसै अभियोग लगाईएको त पक्कै पनि होईन यो कुरा चितवन वासी जनताले बुझ्नु पर्दछ।",mina kharel,yt:Mina Kharel,comment
